INSTANCE	Status MtMS	Cost SOC MtMS	Time SOC MtMS	Status ASP Base E	Cost SOC Status ASP Base E	Time SOC ASP Base E	Status Base F	Cost SOC Base F	Time SOC Base F	Status CBS	Cost SOC CBS	Time SOC CBS	Status BCP	Cost SOC BCP	Time SOC BCP
Instance-20-10-60-4_enc1	0	760	9,74	1	760	600	0	760	27,8502287864685	0	760	26,2925	0	760	1,37
Instance-20-10-60-5_enc1	0	876	329,66	1	876	600	0	876	50,9940056800842	3	-1	600	0	876	68,01
Instance-20-10-60-6_enc1	0	824	28,08	1	849	600	0	824	45,3874883651733	3	-1	600	0	824	0,71
Instance-20-10-60-7_enc1	0	906	44,35	1	906	600	0	906	25,7051973342896	3	-1	600	0	906	62,68
Instance-20-10-60-8_enc1	0	759	4,15	0	759	19,4488439559937	0	759	12,7833707332611	0	759	74,5741	0	759	0,18
Instance-20-10-60-9_enc1	0	835	399,81	1	835	600	0	835	58,9618422985077	3	-1	600	0	835,000000000116	321,93
Instance-20-10-62-0_enc1	0	809	10,49	1	809	600	0	809	27,2924709320068	3	-1	600	0	809	0,82
Instance-20-10-62-1_enc1	0	952	284,79	1	955	600	0	952	95,8818824291229	3	-1	600	0	952	97,08
Instance-20-10-62-2_enc1	0	836	78,05	0	836	289,881623983383	0	836	24,295604467392	3	-1	600	0	836	57,55
Instance-20-10-62-3_enc1	0	884	13,29	1	-1	600	0	884	27,4974851608276	3	-1	600	0	884	1,5
Instance-20-10-62-4_enc1	0	883	41,36	1	883	600	0	883	41,0725762844086	3	-1	600	0	883	8,25
Instance-20-10-62-5_enc1	0	1008	37,68	3	-1	600	0	1008	73,0757646560669	3	-1	600	0	1008,00000000008	21,47
Instance-20-10-62-6_enc1	0	826	523,19	1	846	600	0	826	113,20708155632	3	-1	600	0	826	363,32
Instance-20-10-62-7_enc1	0	773	39,77	1	797	600	0	773	65,095278263092	3	-1	600	0	773	7,94
Instance-20-10-62-8_enc1	0	773	32,63	1	-1	600	0	773	32,2407629489899	3	-1	600	0	773	2,07
Instance-20-10-62-9_enc1	2	1108	600	3	-1	600	3	-1	600	3	-1	600	3	-1	600
Instance-20-10-64-0_enc1	0	897	166,26	1	897	600	0	897	27,3119475841522	3	-1	600	3	897	600
Instance-20-10-64-1_enc1	0	925	106,98	1	-1	600	0	925	56,6790249347687	3	-1	600	0	925	3,09
Instance-20-10-64-2_enc1	0	922	163,42	1	922	600	0	922	40,0515983104706	3	-1	600	0	922	8,43
Instance-20-10-64-3_enc1	0	1018	209,79	3	-1	600	0	1018	64,1249253749847	3	-1	600	0	1018,00000000035	40,86
Instance-20-10-64-4_enc1	0	950	330,32	1	950	600	0	950	69,1826968193054	3	-1	600	0	950	49,9
Instance-20-10-64-5_enc1	0	941	236,39	1	941	600	0	941	37,5254716873169	3	-1	600	0	941	23,93
Instance-20-10-64-6_enc1	0	901	416,19	1	901	600	0	901	30,7806003093719	3	-1	600	0	901	82,2
Instance-20-10-64-7_enc1	0	970	170,3	1	-1	600	0	970	32,4361133575439	3	-1	600	0	970	264,87
Instance-20-10-64-8_enc1	0	894	50,05	1	-1	600	0	894	34,9867973327637	3	-1	600	0	894	45,61
Instance-20-10-64-9_enc1	1	904	600	3	-1	600	0	904	99,8207545280457	3	-1	600	0	904	48,08
Instance-20-10-66-0_enc1	0	930	19,54	0	930	122,827180624008	0	930	34,5658795833588	3	-1	600	0	930	2,83
Instance-20-10-66-1_enc1	0	907	311,59	1	907	600	0	907	58,120313167572	3	-1	600	3	908	600,02
Instance-20-10-66-2_enc1	1	1026	600	3	-1	600	0	1026	113,319710016251	3	-1	600	3	1030	600
Instance-20-10-66-3_enc1	0	993	143,92	1	993	600	0	993	44,7053315639496	3	-1	600	0	993	21,65
Instance-20-10-66-4_enc1	1	873	600	3	-1	600	0	873	55,8582231998444	3	-1	600	0	873	16,92
Instance-20-10-66-5_enc1	0	963	18,62	1	963	600	0	963	51,5250685214996	3	-1	600	0	963	5,08
Instance-20-10-66-6_enc1	0	928	13,62	0	928	166,915073871613	0	928	31,4004819393158	3	-1	600	0	928	1,5
Instance-20-10-66-7_enc1	1	981	600	1	981	600	0	981	61,5197682380676	3	-1	600	3	-1	600
Instance-20-10-66-8_enc1	0	916	65,19	1	916	600	0	916	41,2515778541565	3	-1	600	0	916	27,27
Instance-20-10-66-9_enc1	0	981	33,44	1	981	600	0	981	49,5185601711273	3	-1	600	0	981	13,55
Instance-20-10-68-0_enc1	1	992	600	1	992	600	0	986	71,6161742210388	3	-1	600	0	986	10,3
Instance-20-10-68-1_enc1	1	978	600	1	978	600	0	978	152,370779037476	3	-1	600	3	983,999999999961	600,01
Instance-20-10-68-2_enc1	1	911	600	1	911	600	0	898	433,049941539764	3	-1	600	3	902	600
Instance-20-10-68-3_enc1	0	1014	268,6	1	1019	600	0	1014	62,1296303272247	3	-1	600	0	1014	65,44
Instance-20-10-68-4_enc1	0	885	14,6	1	885	600	0	885	34,2360084056854	3	-1	600	0	885	1,83
Instance-20-10-68-5_enc1	0	1058	183,22	1	1058	600	0	1058	54,269748210907	3	-1	600	0	1058	239,55
Instance-20-10-68-6_enc1	2	2109	600	3	-1	600	0	1048	151,41971206665	3	-1	600	3	1050	600,03
Instance-20-10-68-7_enc1	1	977	600	3	-1	600	0	977	98,946738243103	3	-1	600	3	981	600
Instance-20-10-68-8_enc1	0	1025	489,82	1	-1	600	0	1025	61,9681310653687	3	-1	600	0	1025	44,59
Instance-20-10-68-9_enc1	0	989	12,5	1	989	600	0	989	26,6063969135284	3	-1	600	0	989	1,25
Instance-20-10-70-0_enc1	0	894	481,55	1	894	600	0	894	111,233106374741	3	-1	600	0	894	82,32
Instance-20-10-70-1_enc1	0	915	17,09	1	915	600	0	915	31,5843029022217	3	-1	600	0	915	7,04
Instance-20-10-70-2_enc1	0	958	184,78	1	958	600	0	958	52,9009027481079	3	-1	600	0	958	18,72
Instance-20-10-70-3_enc1	1	921	600	3	-1	600	0	921	170,196364879608	3	-1	600	0	921	556,15
Instance-20-10-70-4_enc1	0	934	63,26	1	938	600	0	934	72,0625655651093	3	-1	600	0	934	4,23
Instance-20-10-70-5_enc1	2	1715	600	3	-1	600	1	1008	600	3	-1	600	3	1009	600
Instance-20-10-70-6_enc1	0	1023	99,29	1	1029	600	0	1023	53,6823315620422	3	-1	600	0	1023	223,94
Instance-20-10-70-7_enc1	0	904	92,22	1	904	600	0	904	24,7041621208191	3	-1	600	0	904	93,99
Instance-20-10-70-8_enc1	1	880	600	0	880	437,006353378296	0	880	34,458428144455	3	-1	600	0	880	56,17
Instance-20-10-70-9_enc1	2	2212	600	3	-1	600	0	979	106,591145515442	3	-1	600	3	985	600
